公司名称,公司简称,城市,公司规模,学历要求,工作经验,薪资,融资阶段,工作性质,职位诱惑,职位名称,公司福利
广州宸祺出行科技有限公司,如祺出行,广州,150-500人,本科,5-10年,20k-35k,未融资,全职,弹性工作时间 环境好 团队氛围好,python开发工程师,"""带薪年假"",""午餐补助"",""通讯津贴"",""定期体检"""
青岛英联艺术传媒有限公司,Arts Alliance Media（中国）,广州,50-150人,本科,3-5年,15k-26k,未融资,全职,高效团队,python,
广州影子科技有限公司,影子科技,广州,150-500人,不限,5-10年,25k-40k,不需要融资,全职,产业互联网 成长空间大 奖金丰厚,python开发工程师,"""年底双薪"",""交通补助"",""通讯津贴"",""带薪年假"""
广州影子科技有限公司,影子科技,深圳,150-500人,本科,5-10年,30k-50k,不需要融资,全职,产业互联网 晋升空间大 团队融洽,python后端开发工程师,"""年底双薪"",""交通补助"",""通讯津贴"",""带薪年假"""
北京墨云科技有限公司,墨云科技,南京,150-500人,本科,3-5年,15k-30k,B轮,全职,五险一金,Python高级软件工程师,"""股票期权"",""弹性工作"",""五险一金"",""午餐交通补助"""
北京墨云科技有限公司,墨云科技,北京,150-500人,本科,5-10年,20k-40k,B轮,全职,股票期权、弹性工作,Python开发工程师（web端开发经验）,"""股票期权"",""弹性工作"",""五险一金"",""午餐交通补助"""
恒羿网络科技（上海）有限公司,Glow,上海,15-50人,本科,1-3年,15k-25k,B轮,全职,产品优秀，团队出色，氛围好，不加班,Python Web开发工程师,"""五险一金"",""带薪年假"",""股票期权"",""弹性工作"""
九河信息技术（上海）有限公司,九河,上海,150-500人,本科,1-3年,15k-30k,C轮,全职,期权股权、下午茶、季度奖、发展前景好,python算法工程师,"""年终分红"",""股票期权"",""年底双薪"",""绩效奖金"""
百度在线网络技术（北京）有限公司,百度,北京,2000人以上,本科,1-3年,25k-40k,上市公司,全职,团队氛围nice,python工程师,"""股票期权"",""弹性工作"",""五险一金"",""免费班车"""
叽里呱啦文化传播（上海）有限公司,叽里呱啦,上海,500-2000人,本科,3-5年,20k-40k,C轮,全职,互联网高级人才 技术氛围好 双休,基础设施部--python开发工程师,"""年底双薪"",""带薪年假"",""出国旅游"",""没有996"""
深圳墨齐致知网络科技有限公司,墨齐,深圳,15-50人,本科,1-3年,11k-20k,B轮,全职,五天制、每年加薪、14薪、个人职业前景,Python 工程师（产品研发）,"""年轻人有激情"",""优秀者在一起"",""导师制"",""文艺男女多"""
贵阳高登世德金融科技有限公司,高登世德金融,贵阳,50-150人,本科,3-5年,7k-12k,B轮,全职,"五险一金,专业培训,周末双休,扁平管理",Python爬虫工程师,"""带薪年假"",""弹性工作"",""扁平管理"",""管理规范"""
贵阳高登世德金融科技有限公司,高登世德金融,武汉,50-150人,本科,1-3年,8k-15k,B轮,全职,"五险一金 ,扁平管理,周末双休,专业培训",Python开发工程师,"""带薪年假"",""弹性工作"",""扁平管理"",""管理规范"""
耘智信息科技（上海）有限公司,Seedlink,上海,15-50人,本科,3-5年,20k-35k,A轮,全职,发展前景好、学习发展快,Python助教,"""股票期权"",""扁平管理"",""年终分红"",""五险一金"""
北京睿象科技有限公司,睿象云,北京,150-500人,本科,3-5年,18k-30k,上市公司,全职,六险一金 带薪年假 体检 团建 福利年假,python,
51JOB-上海子蓝信息科技有限公司,51JOB-子蓝科技,深圳,500-2000人,本科,1-3年,12k-20k,不需要融资,全职,"五险一金,弹性工作,节日福利",招聘主管 HR,
中科方德软件有限公司,中科方德软件有限公司,上海,500-2000人,本科,3-5年,12k-20k,不需要融资,全职,大牛带队，补充公积金，自主操作系统,人事,"""股票期权"",""带薪年假"",""绩效奖金"",""扁平管理"""
杭州沃趣科技股份有限公司,沃趣科技,西安,50-150人,本科,3-5年,16k-28k,未融资,全职,技术实力强，薪资可谈，自研产品,HR,"""股票期权"",""带薪年假"",""绩效奖金"",""年度旅游"""
武汉优聘科技有限公司,优聘科技,武汉,15-50人,本科,在校/应届,2k-4k,不需要融资,实习,弹性工作 留用机会,人事,"""扁平管理"",""领导好"",""技能培训"",""带薪年假"""
北京果壳互动科技传媒有限公司,果壳,北京,150-500人,本科,3-5年,14k-20k,C轮,全职,多元业务 ；团队融洽；快速成长；七险一金；,人事经理,"""技能培训"",""年度旅游"",""岗位晋升"",""家庭式三餐"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,1-3年,20k-40k,D轮及以上,全职,休闲下午茶,HRBP,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
深圳市瑞云科技有限公司,瑞云科技,深圳,150-500人,本科,1-3年,8k-12k,C轮,全职,年终奖，双休，办公环境好,人事,"""带薪年假"",""绩效奖金"",""岗位晋升"",""年度旅游"""
北京趣拿软件科技有限公司,去哪儿网,北京,2000人以上,本科,5-10年,30k-50k,不需要融资,全职,带薪病假；带薪年假；六险一金；团建基金,HR,"""技能培训"",""节日礼物"",""带薪年假"",""试用期全薪"""
深圳道道网络科技有限公司,道道,深圳,50-150人,本科,3-5年,20k-40k,C轮,全职,股票期权、年终奖、带薪年假、牛人多,招聘主管 HR,"""平等的氛围"",""年底双薪"",""带薪年假"",""定期体检"""
深圳点猫科技有限公司,编程猫,深圳,2000人以上,本科,不限,10k-15k,D轮及以上,全职,规模大，薪资高,HR,"""扁平管理"",""年终分红"",""带薪年假"",""绩效奖金"""
杭州安恒信息技术股份有限公司,安恒信息,杭州,2000人以上,本科,3-5年,15k-30k,上市公司,全职,六险一金、带薪年休假事假病假,HR,"""年终分红"",""股票期权"",""绩效奖金"",""五险一金"""
杭州安恒信息技术股份有限公司,安恒信息,杭州,2000人以上,本科,3-5年,12k-20k,上市公司,全职,有技术挑战,人事专员,"""年终分红"",""股票期权"",""绩效奖金"",""五险一金"""
风变科技（深圳）有限公司,风变科技（深圳）有限公司,深圳,500-2000人,本科,不限,8k-15k,B轮,全职,发展前景,CTO,"""专项奖金"",""带薪年假"",""定期体检"",""六险一金"""
武汉极意网络科技有限公司,极验,武汉,50-150人,不限,3-5年,9k-18k,B轮,全职,双休+弹性工作制+五险一金+餐补,CTO,"""股票期权"",""绩效奖金"",""交通补助"",""带薪年假"""
一网互通（北京）科技有限公司,一网互通,北京,50-150人,本科,1-3年,15k-25k,A轮,全职,弹性工作，团队nice,招聘专员.,"""午餐补助"",""带薪年假"",""定期体检"",""弹性工作"""
上海意派信息科技有限公司,意派科技(epub360),成都,15-50人,本科,1-3年,11k-15k,未融资,全职,五险一金、直接服务品牌客户、参与大型项目,高级python工程师,"""年底双薪"",""扁平管理"",""弹性工作"",""绩效奖金"""
上海赛舵智能科技有限公司,赛舵智能,上海,50-150人,本科,3-5年,25k-40k,A轮,全职,创业公司 从0-1 充分授权 博取未来,高级python工程师,"""绩效奖金"",""带薪年假"",""扁平管理"",""技能培训"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,3-5年,20k-40k,D轮及以上,全职,"六险一金,弹性工作,免费三餐,租房补贴",高级python开发工程师,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
深圳十方融海科技有限公司,十方融海集团,深圳,500-2000人,本科,3-5年,10k-20k,A轮,全职,互联网环境 年轻团队 绩效奖金,python开发工程师,"""美女多"",""弹性工作"",""扁平管理"",""午餐补助"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,1-3年,25k-40k,D轮及以上,全职,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,python工程师,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
北京云杉智达科技有限公司,云杉智达科技,北京,15-50人,本科,3-5年,15k-20k,不需要融资,全职,五险一金、午餐等福利、晋升空间、绩效奖金,python自动化测试,"""绩效奖金"",""扁平管理"",""岗位晋升"",""五险一金"""
北京云杉智达科技有限公司,云杉智达科技,北京,15-50人,本科,3-5年,20k-40k,不需要融资,全职,五险一金、午餐等福利、晋升空间、绩效奖金,python开发工程师,"""绩效奖金"",""扁平管理"",""岗位晋升"",""五险一金"""
杭州达西信息技术有限公司,达西,杭州,150-500人,本科,1-3年,16k-25k,不需要融资,全职,管理扁平化；领导nice;薪资待遇优,python开发工程师,"""带薪年假"",""绩效奖金"",""弹性工作"",""年度旅游"""
上海趋佳信息科技有限公司,Each+,上海,50-150人,本科,3-5年,15k-25k,未融资,全职,"股票期权,扁平管理",python爬虫工程师,"""年底双薪"",""定期体检"",""带薪年假"",""年度旅游"""
上海品览数据科技有限公司,品览Pinlan,上海,50-150人,本科,1-3年,13k-18k,A轮,全职,"精英团队,AI+,发展前景,曝光度",Python运维工程师,"""股票期权"",""定期体检"",""交通补助"",""午餐补助"""
北京灵动音科技有限公司,灵动音,北京,15-50人,本科,3-5年,18k-35k,A轮,全职,团队有活力，人工智能前景好，五险一金，年假,python开发工程师,"""绩效奖金"",""定期体检"",""午餐补助"",""带薪年假"""
小叶子（北京）科技有限公司,小叶子The ONE,北京,500-2000人,本科,3-5年,15k-25k,D轮及以上,全职,团队氛围好、免费午晚餐、交通补助、五险一金,python开发工程师 (MJ000263),"""优秀团队"",""技术大牛多"",""五险一金"",""弹性工作"""
上海基分文化传播有限公司,趣头条,上海,500-2000人,本科,3-5年,20k-35k,上市公司,全职,弹性工作 福利丰富,Python开发工程师,"""专项奖金"",""带薪年假"",""弹性工作"",""管理规范"""
千寻位置网络有限公司,千寻位置,上海,500-2000人,本科,3-5年,15k-30k,A轮,全职,年度晋升 年度加薪 补充公积金 免费下午茶,python开发工程师,"""节日礼物"",""股票期权"",""带薪年假"",""绩效奖金"""
上海蜜度信息技术有限公司,蜜度信息,上海,500-2000人,本科,3-5年,15k-20k,C轮,全职,福利待遇好 团队氛围nice,Python基础 &amp; SQL全职讲师,"""通讯津贴"",""交通补助"",""年底双薪"",""弹性工作"""
上海蜜度信息技术有限公司,蜜度信息,上海,500-2000人,大专,1-3年,9k-15k,C轮,全职,福利待遇好 团队氛围nice,python,"""通讯津贴"",""交通补助"",""年底双薪"",""弹性工作"""
北京人和易行科技有限公司,北京人和集团,北京,500-2000人,大专,3-5年,13k-25k,A轮,全职,"发展空间大,领导好",HR,"""员工旅游"",""提供食宿"",""培训"",""绩效奖金"""
深圳市米特信息科技有限公司,米特科技,深圳,50-150人,本科,3-5年,20k-30k,未融资,全职,期权、分红、技术氛围浓,CEO,"""专项奖金"",""交通补助"",""年底双薪"",""定期体检"""
深圳道乐科技有限公司,深圳道乐,广州,150-500人,本科,不限,9k-15k,未融资,全职,拥抱互联网金融大平台，接触一线券商企业客户,招聘主管,"""年终奖励"",""成长空间"",""扁平管理"",""下午茶"""
中科弘云科技（北京）有限公司,中科弘云,南京,15-50人,本科,3-5年,15k-20k,A轮,全职,股权激励、项目奖金,hrbp,"""股票期权"",""绩效奖金"",""年度旅游"",""五险一金"""
北京嘉和美康信息技术有限公司,嘉和美康,北京,500-2000人,本科,5-10年,20k-25k,D轮及以上,全职,医疗大数据 海量数据,HR,"""管理人性化"",""培训全面化"",""晋升机会多"",""技术大牛多"""
杭州德适生物科技有限公司,德适生物,杭州,50-150人,本科,1-3年,17k-30k,A轮,全职,团队氛围nice 晋升通道完善 部门评优奖金,HR,
爱客科技（深圳）有限公司,爱客科技 AfterShip,深圳,150-500人,本科,1-3年,12k-23k,不需要融资,全职,全球项目、高薪资、高福利、国际团队,HR,"""持续盈利"",""国际龙头企业"",""SaaS平台"",""极客氛围"""
广州经传多赢投资咨询有限公司,经传多赢,广州,2000人以上,本科,1-3年,10k-18k,不需要融资,全职,超豪华分布式计算集群 年底15/17薪 氛围活跃,人事专员,"""绩效奖金"",""年度旅游"",""扁平管理"",""技能培训"""
上海纳纳科技有限公司,纳纳科技,上海,50-150人,本科,3-5年,20k-26k,不需要融资,全职,平台好 业务稳 氛围好 福利多,HR,"""年底双薪"",""专项奖金"",""交通补助"",""定期体检"""
爱笔（北京）智能科技有限公司,Aibee,北京,500-2000人,不限,不限,20k-40k,A轮,全职,人工智能 上升空间 弹性工作制 薪酬激励计划,,"""国际化团队"",""计算机视觉"",""语音识别"",""自然语言理解"""
北京庖丁科技有限公司,庖丁科技,西安,50-150人,本科,不限,13k-20k,A轮,全职,周末双休 五险一金,HR,"""五险一金"",""定期体检"",""带薪年假"",""弹性工作"""
深圳市立新出行信息技术有限公司,立新出行,深圳,50-150人,本科,3-5年,15k-30k,不需要融资,全职,领导nice 行业前景好,HR,"""年底双薪"",""股票期权"",""带薪年假"",""绩效奖金"""
北京字节跳动网络技术有限公司,字节跳动,上海,2000人以上,本科,3-5年,25k-50k,D轮及以上,全职,六险一金，弹性工作，免费三餐，租房补贴,人力资源主管,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
北京字节跳动网络技术有限公司,字节跳动,北京,2000人以上,本科,不限,30k-60k,D轮及以上,全职,"下午茶,健身瑜伽,六险一金,股票期权",招聘 HR,"""扁平管理"",""弹性工作"",""就近租房补贴"",""六险一金"""
广州光点信息科技有限公司,光点科技,上海,50-150人,本科,3-5年,12k-16k,未融资,全职,双休 五险一金 大公司 发展平台好 奖金,资深HRBP,"""学习培训"",""管理规范"",""节日礼物"",""五险一金"""
达而观信息科技（上海）有限公司,达观数据,上海,150-500人,本科,3-5年,18k-35k,B轮,全职,技术强 发展空间大 人工智能 薪资福利优,python测试开发工程师,"""AI人工智能"",""NLP"",""技术领先"",""市场口碑佳"""
